label,message
spam,You’re approved for a loan up to 500 INR. Apply at offer.link/win
ham,"Hey, are we still meeting at 10 AM today?"
spam,Act now to secure your free trial of laptop. Offer expires today!
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,Free Netflix account for 1 year. Join here: clicknow.com/deal
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,What time are we leaving for the airport?
spam,Free Netflix account for 1 year. Join here: tinyurl.com/claimnow
spam,Pay ₹50 today and win a smartphone. Limited time only! offer.link/win
ham,Call me when you're free. Need to discuss something important.
spam,Claim your free laptop now. Limited time offer: bit.ly/free-win
spam,Your mobile number has won 100 EUR. Contact us at clicknow.com/deal
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,Dinner plans confirmed at Bali for tonight!
ham,What time are we leaving for the airport?
spam,Get 1000 followers instantly for free. Just click clicknow.com/deal
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Dinner plans confirmed at Bali for tonight!
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Can you send me the notes from yesterday's class?
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
spam,Act now to secure your free trial of gift box. Offer expires today!
ham,Your package has been delivered. Check your doorstep.
ham,Dinner plans confirmed at Paris for tonight!
ham,Please find the attached invoice for this month's services.
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,Dinner plans confirmed at the Maldives for tonight!
spam,Congratulations! You've won a 500 EUR gift card. Click here: tinyurl.com/claimnow
spam,Your mobile number has won 1000 GBP. Contact us at bit.ly/free-win
ham,Please find the attached invoice for this month's services.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Your mobile number has won 500 USD. Contact us at clicknow.com/deal
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
spam,Free trial of our antivirus software ends soon. Renew now at offer.link/win
spam,Your mobile number has won 500 GBP. Contact us at clicknow.com/deal
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,What time are we leaving for the airport?
ham,Meeting rescheduled to noon. Please confirm availability.
ham,Can you send me that PDF when you're done?
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,Thanks for the help earlier. Really appreciate it!
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Your package has been delivered. Check your doorstep.
spam,"Limited time offer! Buy one gift box, get one free. Visit: clicknow.com/deal"
ham,Don't forget to pick up groceries on your way home.
ham,"Hey, are we still meeting at 10 AM today?"
spam,"Limited time offer! Buy one laptop, get one free. Visit: offer.link/win"
spam,You have been selected for a free vacation to Paris. Confirm now at clicknow.com/deal
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Win a 500 INR cash prize. Act fast! bit.ly/free-win
spam,Congratulations! You've won a 5000 INR gift card. Click here: offer.link/win
spam,You’re approved for a loan up to 5000 USD. Apply at tinyurl.com/claimnow
ham,Thanks for the help earlier. Really appreciate it!
spam,Win a 5000 EUR cash prize. Act fast! tinyurl.com/claimnow
ham,Can you send me that PDF when you're done?
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Thanks for the help earlier. Really appreciate it!
ham,"Hey, what's your plan for this weekend?"
ham,What time are we leaving for the airport?
spam,Congratulations! You've won a 500 INR gift card. Click here: tinyurl.com/claimnow
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
ham,"Hey, what's your plan for this weekend?"
spam,You have been selected for a free vacation to Goa. Confirm now at offer.link/win
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Join our exclusive crypto airdrop today. Limited slots: offer.link/win
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
spam,Your mobile number has won 100 EUR. Contact us at offer.link/win
spam,"Limited time offer! Buy one gift box, get one free. Visit: bit.ly/free-win"
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,"Hey, what's your plan for this weekend?"
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
ham,Thanks for the help earlier. Really appreciate it!
ham,Let's catch up over lunch tomorrow!
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Act fast! 5000 EUR gift offer expires soon. offer.link/win
spam,Claim your free gift box now. Limited time offer: clicknow.com/deal
ham,What time are we leaving for the airport?
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Let's catch up over lunch tomorrow!
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,This is not a scam! Claim your inheritance now: offer.link/win
spam,You’re approved for a loan up to 5000 GBP. Apply at offer.link/win
ham,Call me when you're free. Need to discuss something important.
ham,"Hey, what's your plan for this weekend?"
spam,Win a 500 USD cash prize. Act fast! bit.ly/free-win
ham,"Hey, what's your plan for this weekend?"
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,Congratulations! You've won a 500 GBP gift card. Click here: offer.link/win
spam,Join our exclusive crypto airdrop today. Limited slots: bit.ly/free-win
spam,You have been selected for a free vacation to Bali. Confirm now at clicknow.com/deal
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,You've received a special gift. Confirm at clicknow.com/deal
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Special offer: 1000 GBP gift card for you. Click clicknow.com/deal
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Your mobile number has won 5000 GBP. Contact us at clicknow.com/deal
ham,Let’s book tickets for the movie tonight.
spam,Win a 1000 INR cash prize. Act fast! tinyurl.com/claimnow
spam,Claim your free iPhone now. Limited time offer: tinyurl.com/claimnow
spam,Free trial of our antivirus software ends soon. Renew now at tinyurl.com/claimnow
spam,You’re approved for a loan up to 500 USD. Apply at offer.link/win
spam,"Limited time offer! Buy one headphones, get one free. Visit: bit.ly/free-win"
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
spam,Congratulations! You've won a 5000 GBP gift card. Click here: bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Please find the attached invoice for this month's services.
ham,Dinner plans confirmed at Goa for tonight!
spam,Claim your free iPhone now. Limited time offer: tinyurl.com/claimnow
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,What time are we leaving for the airport?
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Free trial of our antivirus software ends soon. Renew now at clicknow.com/deal
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
ham,"Hey, what's your plan for this weekend?"
ham,Let’s book tickets for the movie tonight.
ham,Just checking in. How's everything going with you?
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,Free trial of our antivirus software ends soon. Renew now at offer.link/win
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
spam,Your mobile number has won 500 EUR. Contact us at offer.link/win
spam,Congratulations! You've won a 5000 EUR gift card. Click here: offer.link/win
ham,Let's catch up over lunch tomorrow!
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,Claim your free laptop now. Limited time offer: clicknow.com/deal
ham,Dinner plans confirmed at Paris for tonight!
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,Let's catch up over lunch tomorrow!
ham,What time are we leaving for the airport?
ham,Let’s book tickets for the movie tonight.
ham,Thanks for the help earlier. Really appreciate it!
ham,Don't forget to pick up groceries on your way home.
spam,"Limited time offer! Buy one headphones, get one free. Visit: bit.ly/free-win"
spam,Claim your free gift box now. Limited time offer: clicknow.com/deal
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
ham,Please find the attached invoice for this month's services.
ham,Don't forget to pick up groceries on your way home.
ham,Can you send me the notes from yesterday's class?
spam,You have been selected for a free vacation to Goa. Confirm now at tinyurl.com/claimnow
spam,Congratulations! You've won a 500 GBP gift card. Click here: tinyurl.com/claimnow
spam,You’re approved for a loan up to 100 GBP. Apply at clicknow.com/deal
ham,What time are we leaving for the airport?
ham,Call me when you're free. Need to discuss something important.
spam,You’re approved for a loan up to 100 INR. Apply at clicknow.com/deal
spam,Claim your free headphones now. Limited time offer: offer.link/win
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,Can you send me that PDF when you're done?
spam,Congratulations! You have been selected for a VIP membership. Click: clicknow.com/deal
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,What time are we leaving for the airport?
ham,Your package has been delivered. Check your doorstep.
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
spam,"Limited time offer! Buy one laptop, get one free. Visit: tinyurl.com/claimnow"
ham,"Hey, are we still meeting at 5:30 PM today?"
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
ham,Don't forget to pick up groceries on your way home.
spam,Win a 1000 INR cash prize. Act fast! clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
